web-scraper-order;web-scraper-start-url;content
1647115527-431;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Open Educational Resources in der Web-2.0 Bewegung: Facetten der Freiheit, zu Lehr-/Lernmaterialien beizutragen und diese zu nutzen. 	Swiss Forum for Educational Media (SFEM 2007). 	Bern, 	15 November 2007."
1647115527-162;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Sammer, Thomas & Back, Andrea: 	Towards Microblogging Success Factors : An Empirical Survey on Twitter Usage of Austrian Universities. 	2011. 	- 6th Mediterranean Conference on Information Systems (MCIS 2011). 	- Limassol, Cyprus."
1647115527-464;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Implementierung von Wissensmanagement-Systemen und -Netzwerken. 	Seminar an der Akademie für öffentliche Verwaltung des Freistaates Sachsen. 	Dresden, 	12 Mai 2004."
1647115527-360;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Sammer, Thomas & Back, Andrea: 	Aktuelle Trends in Enterprise Mobility.     In: IT business     2012         (2012),     3,     S. 14-15."
1647115527-201;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea; Bendel, Oliver & Stoller-Schai, Daniel     	      	:  	E-Learning: Ein Wörterbuch. 	 	Kappelrodeck : 	Achertäler Verlag, 	2002, 	 	- ISBN 3-930360-11-X."
1647115527-224;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Heidecke, Florian & Back, Andrea: 	A Reference Model for E-Collaboration within the Dispersed Sales Force Training Process in Multinational Companies.     	In       	Kock, Ned (Hrsg.):      	E-Collaboration: Concepts, Methodologies, Tools, and Applications.  	Hershey/New York : 	Information Science Reference, 	2009, 	S. 735-750."
1647115527-25;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Zollet, Roman & Back, Andrea  	(2015) 	Critical Factors Influencing Diffusion of Interactivity Innovations on Corporate Websites. 	IEEE Transactions on Professional Communication, 	58 	(1). 	2-19. 	ISSN 0361-1434"
1647115527-26;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Berghaus, Sabine; Sammer, Thomas; Brechbühl, Hans & Back, Andrea  	(2014) 	Balancing Innovation and Operations: Opportunities and Challenges of Second Generation Enterprise Mobility. 	The journal of management systems, 	24 	(3). 	31-44. 	ISSN 1041-2808"
1647115527-103;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea  	(1995) 	Groupware. Editoral. 	Informatik/Informatique, 	Vol. 2 	(6). 	2."
1647115527-157;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Friedel, Dominik; Back, Andrea & Wieland, Ralf: 	Wie weit und bereit sind Unternehmen mit Enterprise 2.0 - Ergebnisse einer Reifegradstudie im deutschsprachigen Raum. 	2011. 	- 13. KnowTech 2011. 	- Bad Homburg."
1647115527-404;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Twitter - Begegnung mit altbekannten Lernsituationen. 	Learntec 2010. 	Karlsruhe, 	4 Februar 2010."
1647115527-117;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Guggisberg, Vanessa & Back, Andrea: 	Exploring Innovation Practices for B2E Initiatives in the Digital Age. 	2018. 	- Multikonferenz Wirtschaftsinformatik 2018. 	- Lüneburg."
1647115527-272;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Heusler, Noemi & Back, Andrea: 	Wearable Business Solutions – Herleitung und Auswirkung auf die Value Creation durch Unternehmen im Jahr 2021 mittels Szenariotechnik und Delphimethode. 	, 	2016, 	01/2016."
1647115527-23;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Silic, Mario; Back, Andrea & Silic, Dario  	(2015) 	Taxonomy of technological risks of open source software in the enterprise adoption context. 	Information & Computer Security, 	23 	(5). 	570-583. 	ISSN 2056-4961"
1647115527-380;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Social Media in Universities. 	24th Bled eConference. 	Bled, 	14 Juni 2011."
1647115527-314;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Enkel, Ellen; Gibbert, Michael; Makarevitch, Alexei & Vassiliadis, Stefanos: 	Perspective for our partners: Boundaries of the firm. 	KnowledgeSource paper series, 	2001, 	Vol. 2. BE HSG/IWI 3 IfB No 30."
1647115527-220;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Sammer, Thomas & Walter, Thomas: 	Das mobile Web 2.0 im Unternehmen.     	In       	Back, Andrea; Gronau, Norbert & Tochtermann, Klaus (Hrsg.):      	Web 2.0 und Social Media in der Unternehmenspraxis : Grundlagen, Anwendungen und Methoden mit zahlreichen Fallstudien.  	München : 	Oldenbourg, 	2012, 	S. 91-100."
1647115527-248;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Vom Kursprojekt zum Reengineering der Bildungsprozesse.     	In       	Zinke, Gert & Haertel, Michael (Hrsg.):      	E-Learning: Qualität und Nutzerakzeptanz sichern : Beiträge zur Planung, Umsetzung und Evaluation multimedialer und netzgestützter Anwendungen.  	Bielefeld : 	Bertelsmann, 	2004, 	S. 95-104."
1647115527-413;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Business 2.0 - Die Triebfedern des partizipativen Web für Business-Innovation. 	20 Jahre IWI - IWI Update. 	St. Gallen, 	18 September 2009."
1647115527-407;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Videobasiertes E-Learning auf dem Siegeszug 2.0. 	Jubiläumskonferenz Livesession time4you. 	 	24 November 2009."
1647115527-453;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Lernen am Puls der Zeit gestalten. 	e-Learning Castle-Forum. 	Oensingen, 	1 November 2005."
1647115527-401;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Web-Video zur Wissenskommunikation. 	OpenSpace an der Swiss eLearning Conference. 	Zürich, 	13 April 2010."
1647115527-245;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Die wissenschaftliche Sicht: Der rechte Umgang mit Stakeholdern.     	In       	Wilbers, Karl (Hrsg.):      	Stolpersteine beim Corporate E-Learning: Stakeholdermanagement, Management von E-Learning-Wissen, Evaluation.  	München : 	Oldenbourg, 	2005, 	S. 19-30."
1647115527-112;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;Mörstedt, Nils G. & Back, Andrea:     Steuerungstool des Board of Directors für Digitale Transformationsprojekte.     [Konferenzbeitrag]
1647115527-509;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Corporate E-Learning: Strategic Issues. 	Vortrag am Graduiertenkolleg New Media in Education. 	Lugano, 	1 Juni 2001."
1647115527-345;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Berghaus, Sabine & Back, Andrea: 	Rollen, Prozesse und Führung in der Digitalen Transformation: Ratgeber und Fallstudien zur Strategiearbeit für das digitale Zeitalter (Teil 2). 	 	T-Systems Multimedia Solutions GmbH, 	2016."
1647115527-222;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea; Isenschmid, Christoph & Jastrowski, Wolfgang: 	Social Software Use-Cases in verschiedenen Geschäftsfunktionen bei Swiss Re.     	In       	Back, Andrea; Gronau, Norbert & Tochtermann, Klaus (Hrsg.):      	Web 2.0 und Social Media in der Unternehmenspraxis : Grundlagen, Anwendungen und Methoden mit zahlreichen Fallstudien.  	München : 	Oldenbourg, 	2012, 	S. 239-251."
1647115527-59;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea; Vonkrogh, Georg & Enkel, Ellen  	(2007) 	The CC Model as Organizational Design Striving to Combine Relevance and Rigor. 	Systemic Practice and Action Research, 	20 	(1). 	91-103. 	ISSN 1094-429X"
1647115527-362;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea & von Koenigsmarck, Otfried: 	Demos von Anwendungen aus der Praxis und Forschungsergebnissen. 	Knowledge Management Forum - von Semantic Enterprise über Competitive Intelligence bis zu Wissensmanagement. 	St.Gallen, 	11 September 2012."
1647115527-163;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea & Haager, Christopher: 	Assessing Degrees of Web-2.0-ness: Model and Results for Product Websites in the Pharma-Industry. 	2011. 	- 24th Bled eConference ""eFuture Creating Solutions for the Individual, Organisations and Society"". 	- Bled, Slovenia."
1647115527-423;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	The Emergence and Impact of Web 2.0. 	Focus on social media. 	Europäisches Patentamt, München, 	3 März 2009."
1647115527-6;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Josef, Barbara & Back, Andrea  	(2019) 	Coworking aus Unternehmenssicht – Out of Office, into the Flow? 	Arbeiten 4.0, 	56 	(4). 	780-794. 	ISSN 1436-3011"
1647115527-341;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea & von Krogh, G.: 	Evaluation Report: Review of the Knowledge Management Activities in the Unilever Culinary Category. 	, 	1998,"
1647115527-294;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Bendel, Oliver & Back, Andrea: 	Informationsversorgung des Staates in der Informationsgesellschaft. 	Arbeitsberichte des Learning Center der Universität St. Gallen, 	2003, 	3/2003."
1647115527-347;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Silic, Mario & Back, Andrea: 	Atos: Towards Zero Email Company. 	 	The Case Centre (UK), 	2015."
1647115527-316;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Makarevitch, Alexei & Enkel, Ellen: 	Perspective for our partners: New Ventures: important concepts and theories. 	KnowledgeSource paper series, 	2001, 	Vol. 3. BE HSG/IWI 3 IfB No 31."
1647115527-307;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea & Bursian, Olaf: 	Neue Lerntechnologien (NLT) in Schweizerischen Industrieunternehmen. 	, 	2001,"
1647115527-439;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Wissensnetzwerke in Unternehmen - mit Technik und Pragmatismus zum Erfolg. 	Learntec 07. 	Karlsruhe, 	15 Februar 2007."
1647115527-384;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Enterprise 2.0 für das Management. 	EMBE-Modul 9. 	St. Gallen, 	23 Mai 2011."
1647115527-318;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Enkel, Ellen; Raimann, Joerg; Seufert, Andreas; Vassiliadis, Stefanos; Wicki, Yvonne; Back, Andrea & von Krogh, G.: 	MERLIN - Materializing, Experiencing, Refining and Learning in Knowledge Networks. 	, 	2000,"
1647115527-333;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Vassiliadis, Stefanos; Gysin, Karl; Seufert, Andreas; Back, Andrea & von Krogh, G.: 	Dealing with Knowledge Assets. 	, 	1999,"
1647115527-9;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea; Thoma, Sereina & Guggisberg, Vanessa  	(2018) 	Management von digitalen Innovationen: Hat das Innovationstrichtermodell ausgedient? 	Wirtschaftsinformatik & Management : WuM, 	10 	(2). 	24-35. 	ISSN 1867-5905"
1647115527-89;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea  	(1998) 	Szenario Bildungslandschaft 2005. 	Informatik/Informatique, 	Vol. 5 	(6). 	27-29."
1647115527-78;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea & Seufert, Andreas  	(2000) 	Computer Supported Cooperative Work (CSCW) - State-of-the-Art und zukünftige Herausforderungen. 	HMD - Praxis der Wirtschaftsinformatik, 	37 	(213). 	5-22. 	ISSN 1436-3011"
1647115527-233;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	E-Learning strategisch verankern.     	In       	Thom, Norbert & Zaugg, Robert J. (Hrsg.):      	Moderne Personalentwicklung : Mitarbeiterpotenziale erkennen, entwickeln und fördern.  	Wiesbaden : 	Gabler, 	2007, 	S. 205-226."
1647115527-205;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Peter, Lukas; Back, Andrea & Werro, Tina: 	Collaboration Between Corporations and Startups: The Startup-Collaboration-Model.     	In       	      	Ecosystem Innovation: How to create successful partnerships between high-growth startups and established organizations.  	Zürich : 	Kickstart Innovation AG, 	2019, 	S. 80-87."
1647115527-71;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea  	(2003) 	Workplace Learning: mit E-Learning im Arbeitsprozess lernen. 	SKO-Leader, 	 	(6). 	8-9."
1647115527-30;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Silic, Mario & Back, Andrea  	(2014) 	Information security: Critical review and future directions for research. 	Information Management & Computer Security, 	22 	(3). 	279-308. 	ISSN 0968-5227"
1647115527-446;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Impulsvortrag ""Persönliche Wissensarbeit"". 	SKMF-Herbstevent 2006. 	Merlischachen, 	14 September 2006."
1647115527-292;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Mayrhofer, David; Back, Andrea & Hubschmid, Roger: 	Web-Conferencing Software Tools: Evaluierung der Marktführer. 	Mayrhofer, David; Back, Andrea; Hubschmid, Roger, 	2004, 	1/2004."
1647115527-66;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea  	(2003) 	Im virtuellen Klassenraum interaktiv arbeiten. 	bulletin, 	 	(4). 	37-39."
1647115527-234;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea & Keller, Miriam: 	Gestaltung eines Blended-Learning-Szenarios vor dem Hintergrund der Unterstützung einer neuen Lernkultur in Unternehmen.     	In       	Blum, Ulrich; Eckstein, Andrea & Eckstein, Andreas (Hrsg.):      	Wirtschaftsinformatik im Fokus der modernen Wissensökonomik: Netzwerkökonomie und Electronic Business, Electronic Learning, Systementwicklung und Modellierung; Festschrift für Prof.Dr.Dr.h.c. Wolfgang Uhr.  	Dresden : 	TUDpress, 	2007, 	S. 227-243."
1647115527-132;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Ruf, Christian; Back, Andrea & Wittmann, Matthias: 	Is an App Better than an Email? Developing Trust in a Mobile Financial Advisory Service : Design and Evaluation of a Prototype. 	2015. 	- 12. Internationale Tagung Wirtschaftsinformatik (WI 2015) : Smart Enterprise  Engineering. 	- Osnabrück, Germany."
1647115527-475;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Der rechte Umgang mit Stakeholdern. 	SCIL Congress. 	St. Gallen, 	8 Oktober 2003."
1647115527-451;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	How work is changing in the Information Age. 	SMU City Campus, Lee Kong Chian School of Business. 	Singapore, 	28 Februar 2006."
1647115527-519;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Knowledge Management und Knowledge Portale: Konzepte und Trends. 	AGI IT Services AG, ERFA Workshop. 	Zürich, 	11 April 2000."
1647115527-241;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Köhne, M.; Enkel, Ellen & Ulrich, C.: 	Developmental aspects and supportive factors in Knowledge Networks.     	In       	Back, Andrea; Vonkrogh, Georg; Seufert, Andreas & Enkel, Ellen (Hrsg.):      	Getting real about Knowledge Networks: unlocking corporate knowledge assets.  	Basingstoke : 	Palgrave Macmillan, 	2006, 	S. 148-169."
1647115527-237;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Rumyantseva, Maria; Enkel, Ellen & Pos, A.: 	Supporting Growth through Innovation Networks in Unilever.     	In       	Back, Andrea; Enkel, Ellen & Vonkrogh, Georg (Hrsg.):      	Knowledge Networks for Business Growth.  	Berlin : 	Springer, 	2007, 	S. 77-97."
1647115527-390;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Do LMS have a Future? A conversation between criticism and defence of today's LMS. 	Eduhub days 2011. 	Lugano, 	23 März 2011."
1647115527-1;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Marheine, Christian; Engel, Christian & Back, Andrea  	(2021) 	How an Incumbent Telecoms Operator Became an IoT Ecosystem Orchestrator. 	MIS Quarterly Executive, 	20 	(4). 	297-314. 	ISSN 1540-1960"
1647115527-215;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Bloggen und Microblogging in Lehrveranstaltungen : Variationen aus sieben Jahren eigener Lehrpraxis.     	In       	Reinmann, Gabi; Ebner, Martin & Schön, Sandra (Hrsg.):      	Hochschuldidaktik im Zeichen von Heterogenität und Vielfalt : Doppelfestschrift für Peter Baumgartner und Rolf Schulmeister.  	Norderstedt : 	Books on Demand, 	2013, 	S. 151-164."
1647115527-187;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Chief-Learning-Officer-Projektagenda 200x. 	2002. 	- 32. Jahrestagung der Gesellschaft für Informatik e.V. (GI). 	- Dortmund."
1647115527-471;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Erfolgreiche E-Learning-Anwendungsfelder - jetzt und in der Zukunft. 	LERNET-Konferenz. 	Berlin, 	2 Dezember 2003."
1647115527-456;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Progettare il proprio lavoro attraverso una formazione efficace on-line. 	Professionisti della Salute educare al miglioramento e alla ricerca. 	Trento, Italien, 	28 Januar 2005."
1647115527-484;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	E-Learning im Unternehmen: Vom Kursprojekt zum Reengineering der Bildungsprozesse. 	4. BIBB-Fachkongress 2002. 	Berlin, 	24 Oktober 2002."
1647115527-139;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Silic, Mario; Back, Andrea & Ruf, Christian: 	Mobile Contactless Payments Adoption Challenge in the Complex Network Actor Ecosystem. 	2014. 	- The 27th Bled eConference ""eEcosystems"". 	- Bled, Slovenia."
1647115527-455;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Return on E-Learning Investment. 	3. E-Learning Tagung der Medizinischen Fakultät der Universität Zürich. 	Zürich, 	4 März 2005."
1647115527-501;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	e-Welt: Wissensmanagement. 	SKU Fokus Seminare: Elemente der ganzheitlichen Unternehmensführung. 	Brunnen, 	3 Oktober 2001."
1647115527-406;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Mit Medienkompetenz zum Studierendenerlebnis. 	Campus Innovation. 	Hamburg, 	26 November 2009."
1647115527-182;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Learning-Management-Systeme im Corporate E-Learning: Lösung oder Auslöser. 	2005. 	- Fachtagung Web-Based Training 2005. 	- Zürich-Wallisellen."
1647115527-532;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Learning Communities im Inter-/Intranet. 	Eröffnungsfeier HAAS & PARTNER, Glattzentrum. 	Zürich, 	12 November 1998."
1647115527-264;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Österle, Hubert & Back, Andrea: 	Zum Verhältnis von informationstechnologischer und gesellschaftlicher Entwicklung: Bildung für Informationstechnik - Informationstechnik für Bildung.     	In       	Blandow, D. & Theuerkauf, W.E. (Hrsg.):      	Strategien und Paradigmenwechsel zur Technischen Bildung: Report der Tagung ""Technische Bildung"" Braunschweig 18. bis 20. Oktober 1996.  	Hildesheim : 	Franzbecker, 	1997, 	S. 41-58."
1647115527-128;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Silic, Mario; Back, Andrea & Silic, Dario: 	Atos - Towards Zero Email Company. 	2015. 	- 23rd European Conference on Information Systems (ECIS) 2015. 	- Münster."
1647115527-185;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Enkel, Ellen; Back, Andrea & Vonkrogh, Georg: 	Towards a Framework for Knowledge Networks for Growth - Results of an Action Research Study. 	2003. 	- Academy of Management Annual Meeting (AOM) 2003. 	- Seattle, USA."
1647115527-485;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Chief-Learning-Officer-Projektagenda 200x. 	GI-Jahrestagung, Oktober 2002. 	Dortmund, 	1 Oktober 2002."
1647115527-395;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Reifegrad-Modell und Methode zur Beurteilung des Vorbereitungsgrads von Organisationen für die Einführung von Kollaboration 2.0. 	12. KnowTech 2010. 	Bad Homburg, 	15 September 2010."
1647115527-228;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Heidecke, Florian: 	Newsfeeds und Newsaggregatoren.     	In       	Back, Andrea; Gronau, Norbert & Tochtermann, Klaus (Hrsg.):      	Web 2.0 in der Unternehmenspraxis : Grundlagen, Fallstudien und Trends zum Einsatz von Social Software.  	München : 	Oldenbourg, 	2008, 	S. 57-63."
1647115527-242;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Enkel, Ellen: 	Outlook: Beyond organizational boundaries - Knowledge Networks for Growth.     	In       	Back, Andrea; Vonkrogh, Georg; Seufert, Andreas & Enkel, Ellen (Hrsg.):      	Getting real about knowledge networks : unlocking corporate knowledge assets.  	Basingstoke : 	Palgrave, 	2006, 	S. 221-239."
1647115527-129;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Ruf, Christian & Back, Andrea: 	How Can We Design Products, Services, and Software That Reflect the Needs of Our Stakeholders? : Towards a Canvas for Successful Requirements Engineering. 	2015. 	- 10th International Conference, DESRIST 2015. 	- Dublin, Clontarf."
1647115527-480;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Vorbereitungsgrad von Unternehmen für E-Learning. 	Moderation Fragebogenauswertung via Centra für ""KMU-Wissen: Weiterbildung Online"". 	St. Gallen, 	1 Oktober 2003."
1647115527-2;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Grüttner, Arne; Braschler, Thomas & Back, Andrea  	(2020) 	Konfrontiert mit einer Flut von Kooperations­anfragen: So meistern Sportorganisationen die systematische Analyse und Bearbeitung. 	Wirtschaftsinformatik & Management, 	12(5) 	(October). 	342-355."
1647115527-343;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea & Seufert, Andreas: 	State of the Art des Management Supports Teil 2: Neuere Management Support Ansätze. 	, 	1997,"
1647115527-110;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea  	(1994) 	Vorarbeiten für die Datenmodellierung am Beispiel zweier Industrieunternehmen : Automatisierte Dateninventur und elektronischer Begriffskatalog. 	Wirtschaftsinformatik 36, 	Vol. 5 	 	409-421."
1647115527-327;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Bendel, Oliver; Stoller-Schai, Daniel; Mergel, Ines & Back, Andrea: 	Dialogplattform Knowledge Management der Deutschen Bank AG (Internal Paper). 	, 	2000, 	BE HSG / IWI3 Nr. 12."
1647115527-199;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea; Vonkrogh, Georg; Seufert, Andreas & Enkel, Ellen (Hrsg.)      	:  	Putting knowledge networks into action : a methodology for developing and maintaining Knowledge Networks. 	 	Berlin : 	Springer, 	2005, 	DOI:10.1007/b138845. 	- ISBN 978-3-540-40574-0."
1647115527-494;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	eCollaboration. 	Kernprogramm Information Management, EMBA an der Universität Zürich. 	Universität Zürich, 	13 März 2002."
1647115527-531;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Workshop Virtual Academia: Developments in new technology platforms. 	the 10th annual meeting CEMS (Community of European Management Schools). 	Wien, 	27 November 1998."
1647115527-268;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Guggisberg, Vanessa & Back, Andrea: 	Agile Innovation for Next Generation Mobile Business. 	, 	2017,"
1647115527-495;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Podiumsdiskussion ""Deutschland - Entwicklerstandort oder Entwicklungsland?"", geleitet von Dr. H.-H. Kappel; weitere Mitwirkende Prof. Dr. H.-L. Grob, Prof. Dr. M. Zitterbart, F. Milius, Armin Hopp. 	Learntec. 	Karlsruhe, 	7 Februar 2002."
1647115527-52;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea  	(2009) 	Corporate E-Learning: Disruptive Innovation auf der Überholspur? 	IT-Business, 	 	(1). 	23-24. 	ISSN 1616-3532"
1647115527-20;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Silic, Mario & Back, Andrea  	(2016) 	The Influence of Risk Factors in Decision-Making Process for Open Source Software Adoption. 	International Journal of Information Technology and Decision Making, 	15 	(1). 	151-185. 	ISSN 0219-6220"
1647115527-313;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"van Wegen, B.; Makarevitch, Alexei; Kayser, T. & Enkel, Ellen: 	Fostering New Ventures: Organisational conditions for New Ventures in Unilever. 	KnowledgeSource internal paper series, 	2001, 	BE HSG/IWI3 IfB No 32."
1647115527-503;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	E-Learning strategisch! Balanced Scorecard: Strategieinstrument für E-Learning. 	4. Fachtag Online Lernen. 	Karlsruhe, 	20 September 2001."
1647115527-482;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	E-Meetings im Überblick: Eine Einführung. 	E-Meetings in die Arbeits- und Lernkultur integrieren, Seminar Learning Center. 	Horgen bei Zürich, 	8 Mai 2003."
1647115527-174;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Open (e-)Cooperation - Ein Erfahrungsbericht zu Formen der Zusammenarbeit von Hochschullehre und Unternehmenspraxis. 	2010. 	- GML2 2010. 	- Berlin."
1647115527-260;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Back, Andrea: 	Lernen im Cyberspace: Die Zukunft der Wissensentwicklung und Bildungsdienstleistung?     	In       	Belz, Christian & Bieger, Thomas (Hrsg.):      	Dienstleistungskompetenz und innovative Geschäftsmodelle.  	St. Gallen : 	THEXIS, 	2000, 	S. 358-374."
1647115527-172;https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?;"Zollet, Roman & Back, Andrea: 	Website Usability for Internet Banking. 	2010. 	- 23rd Bled eConference ""eTrust: Implications for the Individual, Enterprises and Society"". 	- Bled, Slovenia."
