web-scraper-order,web-scraper-start-url,publikation
1647089043-1415,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Bursian, Olaf; Bendel, Oliver; Isler, A.; Martin, Gunnar; Leithner, Barbara; Keller, Miriam & Back, Andrea:
	Lernen mit elektronischen Medien: Projekt E-Learning der UBS AG, Zürich.
	Reihe Arbeitsberichte des Learning Center der Universität St. Gallen,
	2001,
	1/2001."
1647089043-1217,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Mörstedt, Nils G. & Back, Andrea:
    Steuerungstool des Board of Directors für Digitale Transformationsprojekte.
    [Conference or Workshop Item]"
1647089043-1576,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Erfolgreiche E-Learning-Anwendungsfelder - jetzt und in der Zukunft.
	LERNET-Konferenz.
	Berlin,
	2 December 2003."
1647089043-1547,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Unterwegs auf der Formel 1-Rennstrecke der e-Learning-Innovationen.
	Zukunft E-Learning - E-Learning-Strategie und didaktische Implikationen.
	Innsbruck,
	4 December 2006."
1647089043-1436,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Seufert, Andreas; Back, Andrea & von Krogh, G.:
	Towards a Reference Model for Knowledge Networking.
	,
	1999,"
1647089043-1565,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Paving the Way to Corporate e-Learning Adoption and Sustainability.
	I-KNOW '04.
	Graz,
	1 July 2004."
1647089043-1125,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Silic, Mario & Back, Andrea
 	(2016)
	The Influence of Risk Factors in Decision-Making Process for Open Source Software Adoption.
	International Journal of Information Technology and Decision Making,
	15
	(1).
	151-185.
	ISSN 0219-6220"
1647089043-1313,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Ruf, Christian; Back, Andrea & Burkhardt, Marc:
	Mobile First auch in Beratungsprozessen des Private Banking? Entwicklung und Validierung einer iPad-Applikation.
    	In  
    	Nissen, Volker; Stelzer, Dirk; Straßburger, Steffen & Fischer, Daniel (ed.): 
    	Multikonferenz Wirtschaftsinformatik (MKWI) 2016. 
	Ilmenau :
	Universitätsverlag Ilmenau,
	2016,
	S. 955-966."
1647089043-1303,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea; von Krogh, Georg; Seufert, Andreas & Enkel, Ellen (ed.) 
    	: 
	Putting Knowledge Networks into Action: Methodology, Development, Maintenance.
	
	Berlin :
	Springer,
	2005,
	DOI:10.1007/b138845.
	- ISBN 3-540-40574-7."
1647089043-1384,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Hain, Stefanie & Back, Andrea:
	State-of-the-Art on Maturity Models for Collaboration.
	Arbeitsberichte Business 2.0,
	2009,
	01/2009."
1647089043-1107,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Grüttner, Arne; Braschler, Thomas & Back, Andrea
 	(2020)
	Konfrontiert mit einer Flut von Kooperations­anfragen: So meistern Sportorganisationen die systematische Analyse und Bearbeitung.
	Wirtschaftsinformatik & Management,
	12(5)
	(October).
	342-355."
1647089043-1111,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Josef, Barbara & Back, Andrea
 	(2019)
	Coworking aus Unternehmenssicht – Out of Office, into the Flow?
	Arbeiten 4.0,
	56
	(4).
	780-794.
	ISSN 1436-3011"
1647089043-1604,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	RING-Workshop zum Thema ""Wissensmanagement"" bei Radio DRS.
	
	Basel,
	18 December 2001."
1647089043-1369,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Österle, Hubert & Back, Andrea:
	Zum Verhältnis von informationstechnologischer und gesellschaftlicher Entwicklung: Bildung für Informationstechnik - Informationstechnik für Bildung.
    	In  
    	Blandow, D. & Theuerkauf, W.E. (ed.): 
    	Strategien und Paradigmenwechsel zur Technischen Bildung: Report der Tagung ""Technische Bildung"" Braunschweig 18. bis 20. Oktober 1996. 
	Hildesheim :
	Franzbecker,
	1997,
	S. 41-58."
1647089043-1296,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Bieger, Thomas; Achleitner, Paul; Landolf, Urs; Serratore, Luca; Breitenstein, Yannik; Dilger, Bernadette; Angélil, Marc; Fujimoto, Sou; Böhm, Andreas; Meckel, Miriam; Borth, Damian; Gasser, Urs; Lohmann, Melinda Florina; Bruch, Heike; Berenbold, Sandra; Gassmann, Oliver; Josef, Barbara; Back, Andrea; Uebernickel, Falk; Kohler, Marc; Hehn, Jennifer; Leimeister, Jan Marco; Söllner, Matthias; Brenner, Walter; Gutzwiller, Thomas; Frank, Markus; Schürer, Wolfgang & Kissinger, Henry
    	Böhm, Andreas (ed.) 
    	: 
	Open Grid - Open Mind.
	1. Auflage.
	St. Gallen :
	
	2018,"
1647089043-1594,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Wissensmanagement IKT-Systeme und -Tools.
	Seminar ""St. Galler Wissensmanagement"" 2002.
	Ermatingen,
	1 October 2002."
1647089043-1549,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Trends im E-Learning - Chancen, die es zu nutzen gilt.
	akte 06 - Know-how Transfer und angewandtes e-Learning im Gesundheitswesen.
	Bern,
	20 October 2006."
1647089043-1634,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Groupware im Kontext problemorientierter Computing Workspaces.
	Executive Study Program Master of Business Engineering.
	St. Gallen,
	11 January 1999."
1647089043-1328,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Cervellieri, Adrian; Buchli, Reto & Back, Andrea:
	Wissens-Wiki im IT-Betrieb und Notfall-Management bei der SFS services AG.
    	In  
    	Back, Andrea; Gronau, Norbert & Tochtermann, Klaus (ed.): 
    	Web 2.0 und Social Media in der Unternehmenspraxis : Grundlagen, Anwendungen und Methoden mit zahlreichen Fallstudien. 
	München :
	Oldenbourg,
	2012,
	S. 273-282."
1647089043-1338,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	E-Learning strategisch verankern.
    	In  
    	Thom, Norbert & Zaugg, Robert J. (ed.): 
    	Moderne Personalentwicklung : Mitarbeiterpotenziale erkennen, entwickeln und fördern. 
	Wiesbaden :
	Gabler,
	2007,
	S. 205-226."
1647089043-1467,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea & von Koenigsmarck, Otfried:
	Demos von Anwendungen aus der Praxis und Forschungsergebnissen.
	Knowledge Management Forum - von Semantic Enterprise über Competitive Intelligence bis zu Wissensmanagement.
	St.Gallen,
	11 September 2012."
1647089043-1131,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Berghaus, Sabine; Sammer, Thomas; Brechbühl, Hans & Back, Andrea
 	(2014)
	Balancing Innovation and Operations: Opportunities and Challenges of Second Generation Enterprise Mobility.
	The journal of management systems,
	24
	(3).
	31-44.
	ISSN 1041-2808"
1647089043-1227,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Silic, Mario & Back, Andrea:
	Impact of Gamification on User’s Knowledge-Sharing Practices:Relationships between Work Motivation, Performance Expectancy and Work Engagement.
	2017.
	- 50th Hawaii International Conference on Sciences (HICSS).
	- Waikoloa, Hawaii."
1647089043-1536,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Open Educational Resources in der Web-2.0 Bewegung: Facetten der Freiheit, zu Lehr-/Lernmaterialien beizutragen und diese zu nutzen.
	Swiss Forum for Educational Media (SFEM 2007).
	Bern,
	15 November 2007."
1647089043-1507,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Silo-Breaking through Open (e-)Cooperation - Zusammenarbeit von Hochschullehre und Unternehmenspraxis.
	GML 2010.
	Berlin,
	11 March 2010."
1647089043-1334,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Haentschel-erhart, Irene:
	Podcasting.
    	In  
    	Back, Andrea; Gronau, Norbert & Tochtermann, Klaus (ed.): 
    	Web 2.0 in der Unternehmenspraxis : Grundlagen, Fallstudien und Trends zum Einsatz von Social Software. 
	München :
	Oldenbourg,
	2008,
	S. 51-56."
1647089043-1200,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea
 	(1997)
	Der Kollaborateur aus der Kiste: Groupware, Interview.
	Handleszeitung,
	Vol. 136
	(47).
	21."
1647089043-1452,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Silic, Mario & Back, Andrea:
	Atos: Towards Zero Email Company.
	
	The Case Centre (UK),
	2015."
1647089043-1514,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Stossrichtungen für Kundenbeziehungen in Web-2.0-Kultur.
	7. IT-Anlass Helsana.
	Dübendorf,
	20 November 2009."
1647089043-1130,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Zollet, Roman & Back, Andrea
 	(2015)
	Critical Factors Influencing Diffusion of Interactivity Innovations on Corporate Websites.
	IEEE Transactions on Professional Communication,
	58
	(1).
	2-19.
	ISSN 0361-1434"
1647089043-1146,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea
 	(2011)
	Stille Revolution im Workplace Learning.
	HR Today Special ""Personal Swiss 2011"",
	
	(1).
	41-42."
1647089043-1167,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Mayrhofer, David; Heilmeier, Peter; Nirankari, Ravi & Back, Andrea
 	(2005)
	Knowledge Management in Challenging Settings - A Case of Military Aircraft.
	J.UKM: Universal Journal of Knowledge Management,
	
	(1).
	29-38."
1647089043-1639,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Potentiale der neuen Medien in der Ausbildung: 7 Thesen.
	2. Veranstaltung des Nachdiplomstudiums Informatik und Telekommunikation NDIT/FPIT.
	St. Gallen,
	20 August 1998."
1647089043-1198,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea
 	(1997)
	Bildung für das Verständnis von Informations- und Kommunikationstechnik (IuK) - IuK für die Ausbildung.
	Schweizerische Zeitschrift für kaufmännisches Bildungswesen,
	Vol. 91
	(5).
	323-343."
1647089043-1145,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea & Koch, Michael
 	(2011)
	Broadening Participation in Knowledge Management in Enterprise 2.0.
	Information Technology : it,
	53
	(3).
	135-141.
	ISSN 0944-2774"
1647089043-1386,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Heidecke, Florian & Back, Andrea:
	Newsaggregatoren-Software - ein Marktüberblick.
	Arbeitsberichte des Learning Center der Universität St. Gallen,
	2007,
	1/2007."
1647089043-1341,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Heidecke, Florian; Mayrhofer, David; Schiesser, Andreas & Back, Andrea:
	Organisation des Aussendiensttrainings in der Pharma-Branche: Entwicklung eines Referenzmodells mittels Fallstudienforschung.
    	In  
    	Breitner, Michael H.; Bruns, Beate & Lehner, Franz (ed.): 
    	Neue Trends im E-Learning : Aspekte der Betriebswirtschaftslehre und Informatik. 
	Heidelberg :
	Physica,
	2007,
	S. 181-196."
1647089043-1204,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea & Seufert, Andreas
 	(1996)
	Teamorientierung im Management - Management Support goes Groupware. 4 Workshop des GI-Arbeitskreises 5.5.2 Management Support Systems (MSS).
	Wirtschaftsinformatik,
	Vol. 38
	(6).
	650-651."
1647089043-1373,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Guggisberg, Vanessa & Back, Andrea:
	Agile Innovation for Next Generation Mobile Business.
	,
	2017,"
1647089043-1586,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	E-Learning strategisch verankern.
	IOP-Fachtagung.
	Bern,
	4 September 2003."
1647089043-1544,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Wissensnetzwerke in Unternehmen - mit Technik und Pragmatismus zum Erfolg.
	Learntec 07.
	Karlsruhe,
	15 February 2007."
1647089043-1323,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Walter, Thomas:
	Crowdsourcing-Plattformen.
    	In  
    	Back, Andrea; Gronau, Norbert & Tochtermann, Klaus (ed.): 
    	Web 2.0 und Social Media in der Unternehmenspraxis : Grundlagen, Anwendungen und Methoden mit zahlreichen Fallstudien. 
	München :
	Oldenbourg,
	2012,
	S. 73-82."
1647089043-1163,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea; Haentschel-erhart, Irene; Baumann, Philipp & Ziekursch, Tim
 	(2007)
	Blogs helfen beim Projekt-Management.
	Computerwoche,
	
	(20).
	24."
1647089043-1388,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Ich habe fertig - aus der Sicht der Mertens-Zauberlehrlinge (Laudatio, gehalten an der WISO in Nürnberg am 10. Januar 2006, Emeritierung Prof. Dr. Peter Mertens).
	,
	2006,"
1647089043-1559,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Das interne Geschäftsmodell für betriebliche Bildung - Herausforderungen und Entwicklungstendenzen.
	6. CCEC-Workshop ""Geschäftsmodelle im E-Learning"".
	Bochum,
	29 June 2005."
1647089043-1365,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Lernen im Cyberspace: Die Zukunft der Wissensentwicklung und Bildungsdienstleistung?
    	In  
    	Belz, Christian & Bieger, Thomas (ed.): 
    	Dienstleistungskompetenz und innovative Geschäftsmodelle. 
	St. Gallen :
	THEXIS,
	2000,
	S. 358-374."
1647089043-1299,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea; Gronau, Norbert & Tochtermann, Klaus (ed.) 
    	: 
	Web 2.0 in der Unternehmenspraxis : Grundlagen, Fallstudien und Trends zum Einsatz von Social Software (2., aktualisierte Auflage).
	
	München :
	Oldenbourg,
	2009,
	
	- ISBN 978-3-486-59121-7."
1647089043-1403,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Mayrhofer, David & Back, Andrea:
	Workplace E-Collaboration: Theoretical Foundations and Practical Implications.
	Arbeitsberichte des Learning Center der Universität St. Gallen,
	2003,
	1/2003."
1647089043-1168,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Heidecke, Florian; Back, Andrea & Brenner, Walter
 	(2005)
	Dissertationserhebung in der Wirtschaftsinformatik 2004.
	Wirtschaftsinformatik,
	47
	(3).
	228-230.
	ISSN 0937-6429"
1647089043-1272,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Sammer, Thomas; Lin, Dada; Back, Andrea & Schoenefeld, Frank:
	Erfolgsmessung zum Einsatz von Social Software im Softwareentwicklungsprozess am Beispiel der T-Systems Multimedia Solutions GmbH.
	2011.
	- 6. Konferenz Professionelles Wissensmanagement.
	- Innsbruck."
1647089043-1282,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Seidel, Gunter & Back, Andrea:
	Success Factor Validation for Global ERP Programmes.
	2009.
	- 17th European Conference on Information Systems (ECIS) 2009.
	- Verona."
1647089043-1144,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea & Henestrosa, Alexandra
 	(2012)
	Nutzerpräferenzen für Funktionen mobiler Lernanwendungen in der betrieblichen Bildung.
	Zeitschrift für E-Learning : Lernkultur und Bildungstechnologie,
	7
	(4).
	7-20.
	ISSN 1992-9579"
1647089043-1305,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Österle, Hubert; Back, Andrea; Winter, Robert & Brenner, Walter (ed.) 
    	: 
	Business Engineering - Die ersten 15 Jahre.
	
	Berlin :
	Springer,
	2004,
	DOI:10.1007/978-3-642-18542-7.
	- ISBN 978-3-642-62151-2."
1647089043-1489,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Enterprise 2.0 für das Management.
	EMBE-Modul 9.
	St. Gallen,
	23 May 2011."
1647089043-1213,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea
 	(1994)
	Prozesskostenrechnung.
	Bilanzbuchhalter,
	Vol. 18
	(6).
	121-123."
1647089043-1326,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea; Fuellemann, Peter & Jastrowski, Wolfgang:
	Projektmanagement bei verteilten Teams mit Jive-Gruppen im Swiss Re Ourspace.
    	In  
    	Back, Andrea; Gronau, Norbert & Tochtermann, Klaus (ed.): 
    	Web 2.0 und Social Media in der Unternehmenspraxis : Grundlagen, Anwendungen und Methoden mit zahlreichen Fallstudien. 
	München :
	Oldenbourg,
	2012,
	S. 293-301."
1647089043-1578,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Die Rolle des CLO.
	CNO-Panel No. 3.
	Bern,
	26 November 2003."
1647089043-1223,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Berghaus, Sabine & Back, Andrea:
	Disentangling the Fuzzy Front End of Digital Transformation: Activities and Approaches.
	2017.
	- International Conference on Information Systems (ICIS) 2017.
	- Seoul."
1647089043-1129,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Link, Björn & Back, Andrea
 	(2015)
	Classifying systemic differences between Software as a Service- and On-Premise-Enterprise Resource Planning.
	Journal of Enterprise Information Management,
	28
	(6).
	808-837.
	ISSN 1741-0398"
1647089043-1325,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Sammer, Thomas & Walter, Thomas:
	Das mobile Web 2.0 im Unternehmen.
    	In  
    	Back, Andrea; Gronau, Norbert & Tochtermann, Klaus (ed.): 
    	Web 2.0 und Social Media in der Unternehmenspraxis : Grundlagen, Anwendungen und Methoden mit zahlreichen Fallstudien. 
	München :
	Oldenbourg,
	2012,
	S. 91-100."
1647089043-1569,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Implementierung von Wissensmanagement-Systemen und -Netzwerken.
	Seminar an der Akademie für öffentliche Verwaltung des Freistaates Sachsen.
	Dresden,
	12 May 2004."
1647089043-1190,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Schuh, G.; Back, Andrea; Friedli, T. & Seufert, Sabine
 	(1998)
	2005: Virtuelle Universitäten auf dem Vormarsch.
	Thexis-Sonderheft Management Szenarien 2005,
	Vol. 15
	(Nr. 2).
	130-131."
1647089043-1450,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Berghaus, Sabine & Back, Andrea:
	Rollen, Prozesse und Führung in der Digitalen Transformation: Ratgeber und Fallstudien zur Strategiearbeit für das digitale Zeitalter (Teil 2).
	
	T-Systems Multimedia Solutions GmbH,
	2016."
1647089043-1538,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Wikis, Blogs & Co. - neue Kommunikations- und Organisationsformen im Gesundheitswesen.
	Web 2.0 und eLearning.
	Charite - Universitätsmedizin Berlin,
	6 November 2007."
1647089043-1475,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Alles Technik oder was? Wenn IT-Trends aufs Business treffen.
	netzEvent IT-Markt Report 2012.
	Zürich,
	22 March 2012."
1647089043-1524,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Web-based Open Innovation: Wie Online-Gemeinschaften Dienstleistungen, Produkte und Wissen produzieren.
	Edu Media Fachtagung.
	Salzburg,
	5 May 2009."
1647089043-1469,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Social Media: What is Social Media and how will Social Media change our future working environment.
	Workshop Zurich Insurance Company.
	Zürich,
	20 August 2012."
1647089043-1377,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Heusler, Noemi & Back, Andrea:
	Wearable Business Solutions – Herleitung und Auswirkung auf die Value Creation durch Unternehmen im Jahr 2021 mittels Szenariotechnik und Delphimethode.
	,
	2016,
	01/2016."
1647089043-1225,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Silic, Mario; Cyr, Dianne; Back, Andrea & Holzer, Adrian:
	Effects of Color Appeal, Perceived Risk and Culture on User’s Decision in Presence of Warning Banner Message.
	2017.
	- 50th Hawaii International Conference on Sciences (HICSS).
	- Waikoloa, Hawaii."
1647089043-1625,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Technologie und Mensch im Wissensmanagement.
	2. Österreichischer Wissensmanagement-Kongress.
	Wien,
	21 March 2000."
1647089043-1209,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea
 	(1995)
	Interview mit Mark C. Turrell: ""Groupware should be widely deployed"".
	Informatik/Informatique,
	
	(6).
	29-30."
1647089043-1242,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Ruf, Christian & Back, Andrea:
	Design Requirements for Collaboration Processes to Increase Customer Trust in Mobile Banking Platforms.
	2014.
	- The 27th Bled eConference ""eEcosystems"".
	- Bled, Slovenia."
1647089043-1207,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea & Grabher, K.
 	(1995)
	Groupware-Applikationen an der Universität St. Gallen.
	Informatik/Informatique,
	Vol. 2
	(6).
	26-28."
1647089043-1468,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Teamarbeit 2.0: Global - zeitgemäss - kompetent.
	DATEV-Kongress 2012.
	Berlin,
	7 September 2012."
1647089043-1643,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea & Seufert, Andreas:
	The Knowledge Creation Company: Strategisches Management & IKT.
	Seminar Wissensmanagement: Technologische Potentiale, organisatorische Anforderungen und Erfahrungen.
	Zürich,
	16 April 1998."
1647089043-1302,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea; Enkel, Ellen & Vonkrogh, Georg (ed.) 
    	: 
	Knowledge Networks for Business Growth.
	
	Berlin :
	Springer,
	2006,
	DOI:10.1007/978-3-540-33073-8.
	- ISBN 3-540-33072-0."
1647089043-1487,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Von einer, die auszog, in der Cloud zu arbeiten: Ein Erfahrungsbericht ….
	ASUT Seminar.
	Bern,
	9 June 2011."
1647089043-1184,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea; Seufert, Andreas & von Krogh, G.
 	(2000)
	Wissensmanagement - eine Bestandsaufnahme.
	SAP Info,
	
	
	22-25."
1647089043-1418,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"van Wegen, B.; Makarevitch, Alexei; Kayser, T. & Enkel, Ellen:
	Fostering New Ventures: Organisational conditions for New Ventures in Unilever.
	KnowledgeSource internal paper series,
	2001,
	BE HSG/IWI3 IfB No 32."
1647089043-1498,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Social Media Update: Objectives and Trends.
	International Key Account Manager Workshop, Bayer Business Services.
	Leverkusen,
	25 October 2010."
1647089043-1410,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Gurgul, Grzegorz; Enkel, Ellen & Schulte, K.:
	Virtuelle Kooperation - Erhaltung des Antriebs. (Virtual cooperation - Supporting the drive). Knowledge Integration after Mergers & Acquisitions in RWE.
	KnowledgeSource paper series,
	2002,
	BE HSG/IWI 3 No 35."
1647089043-1371,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Implementierung und Nutzung der Prozesskostenrechnung.
    	In  
    	Maennel, W. (ed.): 
    	Prozesskostenrechnung : Bedeutung - Methoden - Branchenerfahrungen - Softwarelösungen. 
	Gabler :
	Wiesbaden,
	1995,
	S. 37-39."
1647089043-1127,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Silic, Mario; Back, Andrea & Silic, Dario
 	(2015)
	Email: from hero to zero - the beginning of the end?
	Journal of Information Technology Teaching Cases,
	5
	(2).
	84-91."
1647089043-1110,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Marheine, Christian; Gruber, Lukas & Back, Andrea
 	(2019)
	Innovation durch den Einsatz von Enterprise
IoT-Lösungen: Ein Modell zur Bestimmung des
Innovationspotenzials.
	HMD Praxis der Wirtschaftsinformatik,
	56
	(6).
	1126-1143.
	ISSN 1436-3011"
1647089043-1449,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea; Bauknecht, K.; Morger, O. & Tjoa, A.:
	Computer Supported Cooperative Work im Fokus des Bankensektors.
	,
	1997,"
1647089043-1370,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Management Informationssysteme.
    	In  
    	 
    	Controlling Lexikon. 
	München et al. :
	Oldenbourg,
	1996,"
1647089043-1202,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea & Schubert, P.
 	(1996)
	Groupwarebasierter Help-Desk für Informatikprobleme: eine Applikation unter Lotus Notes an der Universität St. Gallen.
	HMD: Praxis der Wirtschaftsinformatik,
	Vol. 33
	(189).
	54-63."
1647089043-1135,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Silic, Mario & Back, Andrea
 	(2014)
	Information security: Critical review and future directions for research.
	Information Management & Computer Security,
	22
	(3).
	279-308.
	ISSN 0968-5227"
1647089043-1614,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Corporate E-Learning: Strategic Issues.
	Vortrag am Graduiertenkolleg New Media in Education.
	Lugano,
	1 June 2001."
1647089043-1343,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Gurgul, Grzegorz; Enkel, Ellen; Schulte, Kordula & Kruse, Carl-Heinrich:
	Supporting integration after M&A throuth Knowledge Networks within RWE Net.
    	In  
    	Vonkrogh, Georg; Back, Andrea & Enkel, Ellen (ed.): 
    	Knowledge Networks for Business Growth. 
	Berlin :
	Springer,
	2007,
	S. 33-57."
1647089043-1612,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	eLearning als Herausforderung für die Personal- und Organisationsentwicklung.
	Symposium ""eLearning für Finanzdienstleister"".
	Stuttgart,
	17 July 2001."
1647089043-1219,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea & Schacker, Maximilian:
	Digital Transformation Compass – A Guide to Management Methods and Tools in Digital Transformation Initiatives (Proposal of Future Work).
	2019.
	- Organizing in the Era of Digital Technology.
	- Monte Verità, Switzerland."
1647089043-1611,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Back, Andrea:
	Wissensmanagement in KMU.
	Blockwoche Informationsmanagement Intensivstudium KMU.
	St. Gallen,
	14 September 2001."
1647089043-1233,https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?,"Silic, Mario; Back, Andrea & Silic, Dario:
	Atos - Towards Zero Email Company.
	2015.
	- 23rd European Conference on Information Systems (ECIS) 2015.
	- Münster."
