web-scraper-order,web-scraper-start-url,information
"1647194564-1726","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea; Vonkrogh, Georg; Seufert, Andreas & Enkel, Ellen (Hrsg.) 
    	: 
	Putting knowledge networks into action : a methodology for developing and maintaining Knowledge Networks.
	
	Berlin :
	Springer,
	2005,
	DOI:10.1007/b138845.
	- ISBN 978-3-540-40574-0."
"1647194564-1752","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Web-DNA-Analyse von (((rebell.tv))) - Publizieren und Kommunizieren in innovativer Genese.
    	In  
    	Piazzi, Tina & Seydel, Stefan M. (Hrsg.): 
    	Die Form der Unruhe; Band 1 : Das Statement. 
	Hamburg :
	Junius,
	2009,
	S. 28-31."
"1647194564-1627","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea & Schuka, Oliver
 	(1996)
	Vom Firmenhauptsitz ins Telecottage.
	Output Focus,
	Vol. 1
	
	46-48."
"1647194564-1713","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Mayrhofer, David & Back, Andrea:
	Workplace e-collaboration in Practice - Identifying preconditions for successfully implementing e-collaboration in organizations.
	2003.
	- 14th Information Resource Management Association International Conference (IRMA03).
	- Philadelphia, PA."
"1647194564-1675","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Walter, Thomas & Back, Andrea:
	A Text Mining Approach to Evaluate Submissions to Crowdsourcing Contests.
	2013.
	- 46th Hawaii International Conference on System Sciences (HICSS).
	- Grand Wailea, Maui, Hawaii."
"1647194564-1951","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Web 2.0 und Social Media im Unternehmenskontext: Einführung mit Erklärungen und Beispielen für Einsteiger.
	Focus on social media.
	Europäisches Patentamt, München,
	3 März 2009."
"1647194564-1801","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Zollet, Roman & Back, Andrea:
	Critical Factors Influencing Innovation Diffusion on Corporate Websites.
	St.Gallen :
	Institute of Information Management,
	2014."
"1647194564-1873","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Berghaus, Sabine & Back, Andrea:
	Wie packen Unternehmen die Digitale Transformation an? (Teil 1).
	
	T-Systems Multimedia Solutions GmbH,
	2016."
"1647194564-1654","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Ruf, Christian; Back, Andrea & Weidenfeld, Henk Andreas:
	Designing Tablet Banking Apps for High-Net-Worth Individuals : Specifying Customer Requirements with Prototyping.
	2015.
	- The 28th Bled eConference ""#eWellbeing"".
	- Bled, Slovenia."
"1647194564-1938","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Revolutionäre Trends in der Zusammenarbeit: The wiki way, the twitter way, the open innovation way.
	TA SWISS.
	Thun,
	23 September 2009."
"1647194564-1625","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea & Wagner, J.
 	(1996)
	Internet und World Wide Web : Zugangs- und Anwendungsmöglichkeiten für den Steuerberater.
	DSWR,
	Vol. 25
	(4).
	78-80."
"1647194564-1585","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea; Haentschel-erhart, Irene; Baumann, Philipp & Ziekursch, Tim
 	(2007)
	Blogs helfen beim Projekt-Management.
	Computerwoche,
	
	(20).
	24."
"1647194564-1705","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1724","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea; Enkel, Ellen & Vonkrogh, Georg (Hrsg.) 
    	: 
	Knowledge Networks for Business Growth.
	
	Berlin :
	Springer,
	2006,
	DOI:10.1007/978-3-540-33073-8.
	- ISBN 3-540-33072-0."
"1647194564-1765","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Gurgul, Grzegorz; Enkel, Ellen; Schulte, Kordula & Kruse, Carl-Heinrich:
	Supporting integration after M&A throuth Knowledge Networks within RWE Net.
    	In  
    	Vonkrogh, Georg; Back, Andrea & Enkel, Ellen (Hrsg.): 
    	Knowledge Networks for Business Growth. 
	Berlin :
	Springer,
	2007,
	S. 33-57."
"1647194564-2016","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Wissensmanagement IKT-Systeme und -Tools.
	Seminar ""St. Galler Wissensmanagement"" 2002.
	Ermatingen,
	1 Oktober 2002."
"1647194564-1901","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1839","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Leithner, Barbara; Keller, Miriam; Bursian, Olaf; Bendel, Oliver & Back, Andrea:
	Betreibermodell und Anreizsystem für Multimedia-gestützte Studiengänge im Weiterbildungsmarkt.
	,
	2001,
	BE HSG / IWI3 Nr. 20 (Internal Paper)."
"1647194564-1646","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1791","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Österle, Hubert & Back, Andrea:
	Zum Verhältnis von informationstechnologischer und gesellschaftlicher Entwicklung: Bildung für Informationstechnik - Informationstechnik für Bildung.
    	In  
    	Blandow, D. & Theuerkauf, W.E. (Hrsg.): 
    	Strategien und Paradigmenwechsel zur Technischen Bildung: Report der Tagung ""Technische Bildung"" Braunschweig 18. bis 20. Oktober 1996. 
	Hildesheim :
	Franzbecker,
	1997,
	S. 41-58."
"1647194564-1933","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Mit Medienkompetenz zum Studierendenerlebnis.
	Campus Innovation.
	Hamburg,
	26 November 2009."
"1647194564-1830","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Enkel, Ellen & Wicki, Yvonne:
	How Knowledge Networks in practice look like: Findings from an international survey.
	KnowledgeSource paper series,
	2002,
	BE HSG/IWI 3, No 27."
"1647194564-1612","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Schuh, G.; Back, Andrea; Friedli, T. & Seufert, Sabine
 	(1998)
	2005: Virtuelle Universitäten auf dem Vormarsch.
	Thexis-Sonderheft Management Szenarien 2005,
	Vol. 15
	(Nr. 2).
	130-131."
"1647194564-1533","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Josef, Barbara & Back, Andrea
 	(2019)
	Coworking aus Unternehmenssicht – Out of Office, into the Flow?
	Arbeiten 4.0,
	56
	(4).
	780-794.
	ISSN 1436-3011"
"1647194564-2061","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Potentiale der neuen Medien in der Ausbildung: 7 Thesen.
	2. Veranstaltung des Nachdiplomstudiums Informatik und Telekommunikation NDIT/FPIT.
	St. Gallen,
	20 August 1998."
"1647194564-1844","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Vassiliadis, Stefanos; Raimann, Joerg; Seufert, Andreas; Back, Andrea & von Krogh, G.:
	Training for Knowledge Networks: Documentation.
	,
	2000,"
"1647194564-1587","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1709","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Learning-Management-Systeme im Corporate E-Learning: Lösung oder Auslöser.
	2005.
	- Fachtagung Web-Based Training 2005.
	- Zürich-Wallisellen."
"1647194564-1530","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Lötscher, Julia & Back, Andrea
 	(2020)
	Erfolgsfaktoren für digitale Solutions: Wie steht es um die Innovationskultur in Ihrem Unternehmen?
	Wirtschaftsinformatik & Management,
	12
	(Juni).
	158-167.
	ISSN 1867-5905"
"1647194564-1772","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Die wissenschaftliche Sicht: Der rechte Umgang mit Stakeholdern.
    	In  
    	Wilbers, Karl (Hrsg.): 
    	Stolpersteine beim Corporate E-Learning: Stakeholdermanagement, Management von E-Learning-Wissen, Evaluation. 
	München :
	Oldenbourg,
	2005,
	S. 19-30."
"1647194564-1663","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1946","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Web-based Open Innovation: Wie Online-Gemeinschaften Dienstleistungen, Produkte und Wissen produzieren.
	Edu Media Fachtagung.
	Salzburg,
	5 Mai 2009."
"1647194564-1848","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea; Seufert, Andreas; Vassiliadis, Stefanos & von Krogh, Georg:
	Competing with Intellectual Capital: Theoretical Background.
	,
	2000,"
"1647194564-1887","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Sammer, Thomas & Back, Andrea:
	Aktuelle Trends in Enterprise Mobility.
    In: IT business
    2012    
    (2012),
    3,
    S. 14-15."
"1647194564-1983","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Progettare il proprio lavoro attraverso una formazione efficace on-line.
	Professionisti della Salute educare al miglioramento e alla ricerca.
	Trento, Italien,
	28 Januar 2005."
"1647194564-1540","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1960","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Wikis, Blogs & Co. - neue Kommunikations- und Organisationsformen im Gesundheitswesen.
	Web 2.0 und eLearning.
	Charite - Universitätsmedizin Berlin,
	6 November 2007."
"1647194564-1554","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Rennhard, Yannick & Back, Andrea
 	(2014)
	Mediennutzung in der Projektkommunikation von Studierenden - Analyse dreier Praxisprojekte unter besonderer Berücksichtigung der Kollaborationsplattform MavenLink.
	Interdisziplinäre Zeitschrift für Technologie und Lernen : iTeL,
	1
	(1).
	36-49.
	ISSN http://www.itel-journal.org/wp-content/uploads/2016/01/7-75-2-PB.pdf"
"1647194564-1798","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1906","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1606","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea; Seufert, Andreas & von Krogh, G.
 	(2000)
	Wissensmanagement - eine Bestandsaufnahme.
	SAP Info,
	
	
	22-25."
"1647194564-1783","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Bendel, Oliver & Stoller-Schai, Daniel:
	E-Learning.
    	In  
    	Mertens, Peter & Back, Andrea (Hrsg.): 
    	Lexikon der Wirtschaftsinformatik. 
	Berlin :
	Springer,
	2001,
	S. 164-165."
"1647194564-1690","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea & Haager, Christopher:
	Assessing Degrees of Web-2.0-ness: Model and Results for Product Websites in the Pharma-Industry.
	2011.
	- 24th Bled eConference ""eFuture Creating Solutions for the Individual, Organisations and Society"".
	- Bled, Slovenia."
"1647194564-2014","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Skill-Management: Heutiger Erkenntnisstand.
	bbz-Forum ""Skill-Management - Voraussetzung zur Weiterentwicklung des Unternehmens"".
	Berlingen,
	1 Oktober 2002."
"1647194564-1604","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1749","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea; Isenschmid, Christoph & Jastrowski, Wolfgang:
	Social Software Use-Cases in verschiedenen Geschäftsfunktionen bei Swiss Re.
    	In  
    	Back, Andrea; Gronau, Norbert & Tochtermann, Klaus (Hrsg.): 
    	Web 2.0 und Social Media in der Unternehmenspraxis : Grundlagen, Anwendungen und Methoden mit zahlreichen Fallstudien. 
	München :
	Oldenbourg,
	2012,
	S. 239-251."
"1647194564-1623","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea & Seufert, Andreas
 	(1997)
	Kanzleiinformationssystem: Mehrdimensionales Kanzleicontrolling.
	Datenverarbeitung-Steuer-Wirtschaft-Recht,
	Vol. 27
	(3).
	73-77."
"1647194564-1591","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1738","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea & Ruf, Christian:
	Mobile Business.
    	In  
    	Hoffmann, Christian Pieter; Lennerts, Silke; Schmitz, Christian; Stölzle, Wolfgang & Uebernickel, Falk (Hrsg.): 
    	Business Innovation: Das St.Galler Modell. 
	Wiesbaden :
	Springer Fachmedien Wiesbaden,
	2016,
	S. 357-381."
"1647194564-1687","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1759","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Enkel, Ellen; Back, Andrea & Vonkrogh, Georg:
	The Concept of Knowledge Networks for Growth.
    	In  
    	Vonkrogh, Georg; Back, Andrea & Enkel, Ellen (Hrsg.): 
    	Knowledge Networks for Business Growth. 
	Berlin :
	Springer,
	2007,
	S. 1-31."
"1647194564-2011","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	E-Learning im Unternehmen: Vom Kursprojekt zum Reengineering der Bildungsprozesse.
	4. BIBB-Fachkongress 2002.
	Berlin,
	24 Oktober 2002."
"1647194564-1564","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea & Irmler, Peter
 	(2012)
	Implementing a Classification Scheme for Enterprise 2.0.
	Information Technology : it,
	54
	(5).
	220-227.
	ISSN 0944-2774"
"1647194564-1897","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Alles Technik oder was? Wenn IT-Trends aufs Business treffen.
	netzEvent IT-Markt Report 2012.
	Zürich,
	22 März 2012."
"1647194564-1598","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea
 	(2003)
	Workplace Learning: mit E-Learning im Arbeitsprozess lernen.
	SKO-Leader,
	
	(6).
	8-9."
"1647194564-2021","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	eCollaboration.
	Kernprogramm Information Management, EMBA an der Universität Zürich.
	Universität Zürich,
	13 März 2002."
"1647194564-1637","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea
 	(1994)
	Vorarbeiten für die Datenmodellierung am Beispiel zweier Industrieunternehmen : Automatisierte Dateninventur und elektronischer Begriffskatalog.
	Wirtschaftsinformatik 36,
	Vol. 5
	
	409-421."
"1647194564-1804","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Seidel, Gunter & Back, Andrea:
	Construction of a Method for Assessing the Likelihood of Burnout of Global ERP Programmes.
	Arbeitsberichte Business 2.0 IWI-HSG,
	2010,
	1/2010."
"1647194564-1600","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea
 	(2002)
	E-HR - Strategic Upgrade.
	Learntec New,
	
	(Nr. 1).
	10-11."
"1647194564-1891","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Social Media: What is Social Media and how will Social Media change our future working environment.
	Workshop Zurich Insurance Company.
	Zürich,
	20 August 2012."
"1647194564-1740","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1717","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1599","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1581","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Wagner, Christian & Back, Andrea
 	(2008)
	Group Wisdom Support Systems: Aggregating the Insights of many trough Information Technology.
	Issues in Information Systems (IIS),
	9
	(2).
	343-350."
"1647194564-1578","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea
 	(2009)
	Disruptiv innovieren in E-Learning und Kommunikation.
	Netzwoche,
	
	(2).
	40."
"1647194564-1949","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1846","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Raimann, Joerg; Koehne, Marija; Seufert, Andreas; Back, Andrea & von Krogh, G.:
	Performance Measurement of Communities of Practice.
	,
	2000,"
"1647194564-1636","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea
 	(1994)
	Umsetzung objektorientierter Konstrukte im internen Rechnungswesen.
	HMD: Praxis der Wirtschaftsinformatik,
	Vol. 31
	(176).
	94-104."
"1647194564-1544","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1799","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Heusler, Noemi & Back, Andrea:
	Wearable Business Solutions – Herleitung und Auswirkung auf die Value Creation durch Unternehmen im Jahr 2021 mittels Szenariotechnik und Delphimethode.
	,
	2016,
	01/2016."
"1647194564-1645","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Berghaus, Sabine & Back, Andrea:
	Disentangling the Fuzzy Front End of Digital Transformation: Activities and Approaches.
	2017.
	- International Conference on Information Systems (ICIS) 2017.
	- Seoul."
"1647194564-1745","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Walter, Thomas:
	Crowdsourcing-Plattformen.
    	In  
    	Back, Andrea; Gronau, Norbert & Tochtermann, Klaus (Hrsg.): 
    	Web 2.0 und Social Media in der Unternehmenspraxis : Grundlagen, Anwendungen und Methoden mit zahlreichen Fallstudien. 
	München :
	Oldenbourg,
	2012,
	S. 73-82."
"1647194564-1926","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1766","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Gurgul, Grzegorz; Enkel, Ellen; Rumyantseva, Maria & Ulrich, Claudia:
	The customer - an untapped source of innovations. Developing a Customer Integration Network in HP.
    	In  
    	Vonkrogh, Georg; Back, Andrea & Enkel, Ellen (Hrsg.): 
    	Knowledge Networks for Business Growth. 
	Berlin :
	Springer,
	2007,
	S. 59-76."
"1647194564-1693","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1715","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1875","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Sammer, Thomas; Back, Andrea & Brechbühl, Hans:
	Employing Consumer IT in Operations: Will iPads Save Money, Increase Efficiency, and Raise User Satisfaction?
	
	The Case Centre (UK),
	2014."
"1647194564-1944","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1997","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	St.Galler Referenzmodell: Strategie und Methoden für Lernprozesse.
	Opening 2004 der e/t/s didactic media im Rahmen der Learntec.
	Karlsruhe,
	10 Februar 2004."
"1647194564-1868","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea & von Krogh, G.:
	Evaluation Report: Review of the Knowledge Management Activities in the Unilever Culinary Category.
	,
	1998,"
"1647194564-2032","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	IT und Wissensmanagement: Freude oder Feinde?
	Kunden-Event Fritz&Maziol.
	St. Gallen,
	19 September 2001."
"1647194564-1802","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Walter, Thomas & Back, Andrea:
	Data Mining and Social Network Analysis of Ideation Contests : A Repeated Measures Design.
	St.Gallen :
	Institute of Information Management, University of St.Gallen,
	2013."
"1647194564-1682","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Sammer, Thomas; Lazur, Christian; Walter, Thomas & Back, Andrea:
	Barrieren am Weg zum Mobile Contactless Payment : Eine Marktanalyse und Bestandsaufnahme der Situation in der Schweiz.
	2012.
	- 7. Konferenze Mobile und Ubiquitäre Informationssysteme (MMS).
	- Braunschweig."
"1647194564-1893","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea & Henestrosa, Alexandra:
	Mobile Learning App - Wie hätten Sie denn gerne Ihren intelligenten Lerncoach?
	Swiss eLearning Conference.
	Zürich,
	18 April 2012."
"1647194564-1550","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Silic, Mario; Back, Andrea & Silic, Dario
 	(2015)
	Taxonomy of technological risks of open source software in the enterprise adoption context.
	Information & Computer Security,
	23
	(5).
	570-583.
	ISSN 2056-4961"
"1647194564-1977","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	E-Learning im Unternehmen.
	CIO-Meeting.
	Zürich,
	6 März 2006."
"1647194564-1886","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1934","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Videobasiertes E-Learning auf dem Siegeszug 2.0.
	Jubiläumskonferenz Livesession time4you.
	
	24 November 2009."
"1647194564-2007","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Vorbereitungsgrad von Unternehmen für E-Learning.
	Moderation Fragebogenauswertung via Centra für ""KMU-Wissen: Weiterbildung Online"".
	St. Gallen,
	1 Oktober 2003."
"1647194564-1691","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1859","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1558","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea; Reinmann, Gabi & Baumgartner, Peter
 	(2014)
	Editorial: Erste Ausgabe von iTeL.
	Interdisziplinäre Zeitschrift für Technologie und Lernen (iTeL),
	
	(1).
	3-5."
"1647194564-1750","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Cervellieri, Adrian; Buchli, Reto & Back, Andrea:
	Wissens-Wiki im IT-Betrieb und Notfall-Management bei der SFS services AG.
    	In  
    	Back, Andrea; Gronau, Norbert & Tochtermann, Klaus (Hrsg.): 
    	Web 2.0 und Social Media in der Unternehmenspraxis : Grundlagen, Anwendungen und Methoden mit zahlreichen Fallstudien. 
	München :
	Oldenbourg,
	2012,
	S. 273-282."
"1647194564-1878","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea & Friedel, Dominik:
	Enterprise 2.0 - Nutzung & Handlungsbedarf im innerbetrieblichen, B2B und B2C Kontext.
	Zollikofen :
	T-Systems Schweiz AG,
	2011."
"1647194564-1552","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Zollet, Roman & Back, Andrea
 	(2015)
	Critical Factors Influencing Diffusion of Interactivity Innovations on Corporate Websites.
	IEEE Transactions on Professional Communication,
	58
	(1).
	2-19.
	ISSN 0361-1434"
"1647194564-1963","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Strategy Map und Scorecard für E-Learning Initiativen.
	Effektivität und ROI in der betrieblichen Weiterbildung.
	Thalwil,
	20 September 2007."
"1647194564-1834","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea & Bursian, Olaf:
	Neue Lerntechnologien (NLT) in Schweizerischen Industrieunternehmen.
	,
	2001,"
"1647194564-1565","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea
 	(2012)
	Unternehmens-Wikis - wie ging das früher ohne?
	IT-Business,
	11
	(1).
	36-37.
	ISSN 1616-3532"
"1647194564-1954","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1833","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Wicki, Yvonne; Enkel, Ellen; Seufert, Andreas; Back, Andrea & von Krogh, Georg:
	Knowledge Network - Survey Findings (internal Paper).
	,
	2001,"
"1647194564-1800","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1537","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Silic, Mario; Barlow, Jordan & Back, Andrea
 	(2018)
	Evaluating the Role of Trust in Adoption: A Conceptual Replication in the Context of Open Source Systems.
	AIS Transactions on Replication Research,
	4
	(1).
	1-17.
	ISSN 2473-3458"
"1647194564-2066","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Teamzentrierte Lernumgebungen: Beispiele und Erfahrungen mit Lehrveranstaltungen an der Universität St. Gallen.
	CHIP '98.
	St. Gallen,
	23 Januar 1998."
"1647194564-1847","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1760","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	E-Learning strategisch verankern.
    	In  
    	Thom, Norbert & Zaugg, Robert J. (Hrsg.): 
    	Moderne Personalentwicklung : Mitarbeiterpotenziale erkennen, entwickeln und fördern. 
	Wiesbaden :
	Gabler,
	2007,
	S. 205-226."
"1647194564-1925","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	2.0 Upgradings in Project Management - Opportunities and Risks Through Wiki-Way- and (Micro)Blogging Practices.
	4th SAP Globalization Symposium 2010.
	
	21 Juni 2010."
"1647194564-1900","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Barrieren am Weg zum Mobile Contactless Payment Eine Marktanalyse und Bestandsaufnahme der Situation in der Schweiz.
	MKWI 2012.
	Braunschweig,
	1 März 2012."
"1647194564-1907","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Social Media in Universities.
	24th Bled eConference.
	Bled,
	14 Juni 2011."
"1647194564-2009","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	E-Meetings im Überblick: Eine Einführung.
	E-Meetings in die Arbeits- und Lernkultur integrieren, Seminar Learning Center.
	Horgen bei Zürich,
	8 Mai 2003."
"1647194564-1838","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-2063","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	Strategisches Management & Informations- und Kommunikationstechnologien (IKT) insbesondere Knowledge Management.
	MSM Seminar.
	Zürich,
	12 Mai 1998."
"1647194564-1657","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Silic, Mario & Back, Andrea:
	Identification and Importance of the Technological Risks of Open Source Software in the Enterprise Adoption Context.
	2015.
	- 12th International Conference on Wirtschaftsinformatik (WI 2015).
	- Osnabrück."
"1647194564-1727","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Österle, Hubert; Back, Andrea; Winter, Robert & Brenner, Walter (Hrsg.) 
    	: 
	Business Engineering - Die ersten 15 Jahre.
	
	Berlin :
	Springer,
	2004,
	DOI:10.1007/978-3-642-18542-7.
	- ISBN 978-3-642-62151-2."
"1647194564-2023","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Back, Andrea:
	eLearning im Unternehmen: Lessons Learned und Erfahrungslücken.
	Learntec.
	Karlsruhe,
	7 Februar 2002."
"1647194564-1865","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?",""
"1647194564-1562","https://www.alexandria.unisg.ch/view/pub_alex_user_id/624.html?","Silic, Mario & Back, Andrea
 	(2013)
	Factors impacting information governance in the mobile device dual-use context.
	Records Management Journal,
	23
	(2).
	73-89.
	ISSN 0956-5698"
